id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
2023-100319,2024-10-27,1,Vente,73544.4,44,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0527,0,2,Appartement,37,1,,0.553081,45.048401
2023-100644,2025-01-06,1,Vente,299777.78,131,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000D0154,0,1,Maison,103,5,1040,-0.968831,45.909737
2023-100573,2024-10-23,1,Vente,304748.72,41,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000Z0335,0,1,Maison,74,2,1554,-0.600221,44.82102
2023-100053,2024-02-15,1,Vente,181421.04,155,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000C0841,0,2,Appartement,82,3,,-0.919372,45.959152
2023-100679,2023-12-05,1,Vente,854958.03,126,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000E0710,0,1,Maison,148,5,1216,-0.606997,44.802801
2023-100896,2024-07-30,1,Vente,188642.45,98,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0619,1,1,Maison,112,4,1065,0.582047,45.083676
2023-100864,2023-01-31,1,Vente,312853.24,78,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000B0545,0,2,Appartement,56,2,,-0.594428,44.836981
2023-100413,2024-11-05,1,Vente,983286.3,24,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000A0426,0,1,Maison,198,6,1011,-0.586789,44.839426
2023-100604,2023-11-23,1,Vente,163365.29,132,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0689,1,1,Maison,101,4,1473,0.558824,45.08127
2023-100821,2023-04-14,1,Vente,97597.81,153,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000C0762,1,2,Appartement,45,2,,-0.928154,45.901949
2023-100335,2023-09-04,1,Vente,104034.71,112,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000D0345,2,2,Appartement,42,2,,-0.949474,45.969897
2023-100117,2023-03-04,1,Vente,184507.86,80,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0805,0,1,Maison,154,7,1846,0.572111,45.049909
2023-100386,2023-03-30,1,Vente,427946.0,160,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000C0531,1,1,Maison,71,2,1213,-0.569188,44.809756
2023-100776,2023-10-27,1,Vente,51372.62,10,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0123,0,2,Appartement,32,1,,0.531948,45.093607
2023-100398,2024-05-22,1,Vente,218696.64,129,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000E0470,1,2,Appartement,83,4,,-1.00858,45.959201
2023-COR-D1,0000-00-00,1,Vente,514964.14,130,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000E0848,2,4,Local industriel. commercial ou assimile,108,5,1349,-0.576804,44.868097
2023-100732,2024-07-09,2,Vente,105334.29,114,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0851,0,2,Appartement,87,3,,0.520944,45.051663
2023-100731,2023-10-05,1,Vente,175888.54,62,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0200,1,1,Maison,89,3,733,0.581143,45.088199
2023-100374,2023-03-10,1,Vente,563235.42,43,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000E0937,0,1,Maison,195,7,731,-0.948196,45.936538
2023-100377,2023-01-23,1,Vente,149618.34,164,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000C0477,0,2,Appartement,44,2,,-0.554208,44.866631
2023-100580,2025-04-03,1,Vente,283852.77,15,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000C0549,1,2,Appartement,47,2,,-0.573247,44.817029
2023-100225,2024-03-30,1,Vente,225903.55,175,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000A0575,2,2,Appartement,52,2,,-0.604178,44.808698
2023-100235,2023-08-17,1,Vente,171246.57,71,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0640,0,1,Maison,82,4,806,0.521447,45.06551
2023-100641,2025-05-16,1,Vente,55904.42,76,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0109,1,2,Appartement,44,2,,0.538214,45.119922
2023-100491,2025-04-20,1,Vente,469410.47,29,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000C0728,0,1,Maison,152,7,1653,-0.964077,45.951123
2023-100877,2024-10-20,1,Vente,192012.44,143,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000Z0007,0,2,Appartement,65,2,,-0.947083,45.96134
2023-100298,2023-03-28,1,Vente,195551.85,120,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000C0390,0,2,Appartement,39,1,,-0.568108,44.846551
2023-100886,2023-04-08,1,Vente,263124.34,71,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0836,0,1,Maison,200,8,262,0.525578,45.073349
2023-100227,2023-11-01,1,Vente,159963.89,150,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000D0414,0,2,Appartement,52,2,,-0.982129,45.911898
2023-100282,2024-09-14,1,Vente,268112.95,107,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000A0855,2,2,Appartement,58,2,,-0.568152,44.82121
2023-100132,2023-11-10,1,Vente,398984.9,64,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000A0295,0,1,Maison,94,3,430,-0.548986,44.813842
2023-100539,2024-09-20,1,Vente,863427.82,25,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000C0707,0,1,Maison,208,7,237,-0.606807,44.808947
2023-100095,2023-08-15,1,Vente,69848.82,34,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0549,0,2,Appartement,39,2,,0.535814,45.110479
2023-COR-S1,2024-12-16,1,Vente,430121.67,137,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000Z0674,1,2,Appartement,,3,,-0.604228,44.806359
2023-100149,2024-12-28,1,Vente,133709.14,179,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0267,0,2,Appartement,83,3,,0.560904,45.122359
2023-100737,2025-01-12,1,Vente,587300.91,6,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000B0646,2,1,Maison,113,4,1402,-0.603399,44.814559
2023-100436,2023-10-07,1,Vente,170286.32,113,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0902,0,1,Maison,141,4,514,0.523581,45.12648
2023-100469,2023-01-30,1,Vente,221804.9,72,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000D0638,0,2,Appartement,90,4,,-0.935496,45.948539
2023-100725,2024-08-16,1,Vente,569535.01,63,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000E0835,2,1,Maison,141,5,1087,-0.626603,44.851579
2023-100536,2024-11-26,1,Vente,321047.78,92,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0505,0,1,Maison,207,6,2333,0.605928,45.08522
2023-100884,2024-09-04,1,Vente,120831.52,158,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0445,2,2,Appartement,73,3,,0.565465,45.125749
2023-100249,2024-12-06,1,Vente,313247.64,91,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0371,1,1,Maison,192,7,531,0.556393,45.110493
2023-100078,2025-06-16,1,Vente,366239.93,122,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000D0321,1,1,Maison,86,4,406,-0.61281,44.846277
2023-100810,2025-03-27,1,Vente,86411.9,60,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000D0052,1,2,Appartement,32,1,,-0.96068,45.915281
2023-100825,2023-06-20,1,Vente,168907.47,106,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0747,1,1,Maison,103,4,1761,0.584651,45.110556
2023-100206,2024-03-21,1,Vente,154976.29,39,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0055,2,2,Appartement,71,2,,0.598223,45.104335
2023-100127,2024-06-01,1,Vente,357689.05,87,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0907,0,1,Maison,164,6,1457,0.558683,45.10161
2023-100333,2024-11-07,1,Vente,169193.38,140,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000A0282,2,2,Appartement,88,3,,-0.920782,45.97783
2023-100192,2025-01-06,1,Vente,284202.8,170,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0122,1,1,Maison,173,7,1900,0.552046,45.050063
2023-100540,2023-11-12,1,Vente,982426.94,117,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000E0205,0,1,Maison,197,8,1333,-0.546343,44.849379
2023-100651,2024-07-12,1,Vente,516858.85,41,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000A0683,1,1,Maison,205,6,1267,-0.942712,45.906115
2023-100076,2025-03-02,1,Vente,240845.41,34,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0668,2,2,Appartement,87,4,,-0.937172,45.913367
2023-100360,2024-01-13,1,Vente,202833.24,24,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000Z0668,2,2,Appartement,66,3,,-0.993639,45.938801
2023-100299,2024-07-25,1,Vente,142803.42,106,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0368,0,1,Maison,70,3,1908,0.538798,45.120165
2023-100397,2025-01-31,1,Vente,181021.7,114,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0801,1,1,Maison,130,4,1875,0.590961,45.116133
2023-100435,2023-05-19,1,Vente,132327.68,161,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0808,2,2,Appartement,70,3,,0.515119,45.071461
2023-100620,2024-12-31,1,Vente,571197.82,45,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000Z0607,0,1,Maison,158,5,2378,-0.570126,44.851284
2023-100492,2024-02-14,2,Vente,254193.15,53,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0148,0,1,Maison,210,7,2194,0.606314,45.121793
2023-100154,2024-02-03,1,Vente,53405.07,7,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0820,0,2,Appartement,32,2,,0.549379,45.067598
2023-COR-V15,2024-02-24,1,Vente,,160,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000E0144,2,1,Maison,185,7,2033,-0.95849,45.919817
2023-100473,2023-01-27,1,Vente,58230.32,164,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0569,0,2,Appartement,39,2,,0.551379,45.102092
2023-100347,2024-11-01,1,Vente,277149.62,35,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000D0232,2,2,Appartement,74,3,,-0.564195,44.861554
2023-100285,2024-01-09,1,Vente,88009.07,23,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0417,2,2,Appartement,50,2,,0.548023,45.123759
2023-100590,2025-04-24,1,Vente,859648.26,63,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000B0340,0,1,Maison,193,6,417,-0.596245,44.829325
2023-100506,2024-10-29,1,Vente,1105761.62,66,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000E0143,0,1,Maison,210,9,1141,-0.535077,44.854569
2023-100834,2025-05-16,1,Vente,120528.98,55,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0615,1,2,Appartement,57,3,,0.565223,45.085378
2023-COR-T14,2024-01-07,1,Vente,196967.82,144,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0725,1,3,Local industriel. commercial ou assimile,95,4,,0.517718,45.118061
2023-100627,2023-02-17,1,Vente,469807.61,59,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000A0392,0,1,Maison,202,7,672,-0.99234,45.921736
2023-100217,2023-02-26,1,Vente,90504.27,116,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0217,0,2,Appartement,45,2,,-0.964813,45.974765
2023-COR-T26,2024-11-22,1,Vente,353784.69,29,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000E0202,0,4,Local industriel. commercial ou assimile,174,7,1294,-0.987185,45.9047
2023-100753,2023-05-02,1,Vente,302009.96,15,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000D0483,2,1,Maison,87,4,581,-0.626224,44.844698
2023-100352,2024-08-19,1,Vente,355824.09,157,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000C0551,0,1,Maison,133,5,1101,-0.930591,45.947574
2023-100857,2024-06-27,1,Vente,231769.54,39,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000B0027,2,2,Appartement,48,2,,-0.613268,44.86363
2023-100738,2024-08-06,1,Vente,318961.78,79,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000Z0483,1,1,Maison,182,6,1815,-0.925756,45.97862
2023-100223,2025-01-29,1,Vente,572710.36,95,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000E0603,0,1,Maison,143,5,1619,-0.529833,44.826913
2023-100598,2024-05-16,1,Vente,171800.48,139,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000E0514,0,2,Appartement,65,3,,-0.965482,45.937161
2023-100421,2024-10-18,1,Vente,84835.85,22,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0845,1,2,Appartement,56,2,,0.525784,45.062272
2023-100153,2023-08-04,1,Vente,208629.97,169,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0085,0,1,Maison,174,8,2367,0.534269,45.105226
2023-100628,2023-02-15,1,Vente,215221.62,149,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000C0026,1,2,Appartement,39,1,,-0.538705,44.849961
2023-100116,2025-04-27,1,Vente,145646.69,140,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0114,1,1,Maison,101,3,2115,0.571446,45.047442
2023-100392,2024-10-24,1,Vente,180815.39,22,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000A0331,0,2,Appartement,32,1,,-0.577126,44.859039
2023-100828,2025-02-01,1,Vente,231487.8,111,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0699,0,1,Maison,96,5,1961,-1.009216,45.902359
2023-100862,2023-11-02,1,Vente,824563.29,17,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000E0887,0,1,Maison,186,6,2270,-0.607386,44.85563
2023-100507,2023-01-03,1,Vente,435169.81,172,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000C0476,0,1,Maison,78,3,2138,-0.568375,44.857938
2023-COR-V3,2024-10-15,1,Vente,,42,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000Z0477,0,1,Maison,197,9,609,-0.616623,44.852175
2023-100848,2023-06-30,1,Vente,183788.84,169,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0477,2,2,Appartement,65,2,,-0.922293,45.980524
2023-100159,2025-01-04,1,Vente,114864.45,146,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000B0228,0,2,Appartement,39,2,,-1.001714,45.943867
2023-100387,2023-12-19,1,Vente,241380.08,59,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0123,1,1,Maison,154,5,1180,0.527238,45.059526
2023-COR-T2,2023-08-06,1,Vente,,149,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0294,2,3,Local industriel. commercial ou assimile,174,6,1649,0.527796,45.049056
2023-100052,2023-09-11,1,Vente,123380.85,36,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0575,0,1,Maison,95,3,1973,0.604972,45.105806
2023-100581,2024-12-03,1,Vente,114981.34,95,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0356,0,2,Appartement,71,2,,0.601769,45.124437
2023-100114,2024-04-15,1,Vente,3142.84,81,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0673,2,2,Appartement,31,1,,0.604958,45.11569
